no,category,name,description,idea,url,docsUrl,auth,status,httpStatus,elapsedMs,contentType,classification,classification_confidence,classification_reason,idea_engine_eligible,error,checkedAt
89,글로벌 모빌리티·항공,MobilityData Catalog,,,https://mobilitydatabase.org/,https://mobilitydatabase.org/,none,LIVE,200.0,1354,text/html; charset=utf-8,API_PORTAL,0.99,MobilityData 카탈로그 포털,False,,2026-08-24T06:50:15.722Z
90,글로벌 모빌리티·항공,TomTom Traffic,,,https://api.tomtom.com/traffic/services/4/flowSegmentData/absolute/10/json,https://developer.tomtom.com/traffic-api/documentation,api_key,AUTH_REQUIRED,401.0,638,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:15.063Z
91,글로벌 모빌리티·항공,HERE Routing API,,,https://router.hereapi.com/v8/routes,https://developer.here.com/documentation/routing-api/,api_key,AUTH_REQUIRED,401.0,368,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:14.815Z
92,글로벌 모빌리티·항공,OpenRouteService,,,https://api.openrouteservice.org/v2/directions/driving-car,https://openrouteservice.org/dev/#/api-docs,api_key,AUTH_REQUIRED,401.0,1194,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:16.009Z
93,글로벌 모빌리티·항공,OSRM,,,"https://router.project-osrm.org/route/v1/driving/126.978,37.5665;127.0276,37.4979?overview=false",https://project-osrm.org/,none,LIVE,200.0,1051,application/json; charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:16.114Z
94,글로벌 모빌리티·항공,Valhalla Routing,,,https://valhalla1.openstreetmap.de/route,https://github.com/valhalla/valhalla,none,HTTP_ERROR,400.0,961,application/json;charset=utf-8,NEEDS_REVIEW,0.93,엔드포인트는 응답하지만 테스트 요청 파라미터/HTTP 메서드가 맞지 않아 실제 데이터 검증 미완료,False,,2026-08-24T06:50:16.041Z
95,글로벌 모빌리티·항공,OpenTripPlanner,,,https://www.opentripplanner.org/,https://www.opentripplanner.org/,none,LIVE,200.0,522,text/html; charset=utf-8,WEB_PAGE,0.98,OpenTripPlanner 프로젝트 홈페이지; 실제 API는 별도 배포/엔드포인트 필요,False,,2026-08-24T06:50:15.678Z
96,지도·공간정보,OSM Overpass API,,,https://overpass-api.de/api/interpreter,https://wiki.openstreetmap.org/wiki/Overpass_API,none,HTTP_ERROR,400.0,1199,text/html; charset=utf-8,NEEDS_REVIEW,0.99,Overpass API 엔드포인트에 유효한 쿼리 없이 호출되어 400; 실제 API 여부는 높지만 검증 요청 재실행 필요,False,,2026-08-24T06:50:16.391Z
97,지도·공간정보,Nominatim,,,https://nominatim.openstreetmap.org/search?q=Seoul&format=jsonv2,https://nominatim.org/release-docs/latest/api/Search/,none,LIVE,200.0,388,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:15.821Z
98,지도·공간정보,Photon Geocoder,,,https://photon.komoot.io/api/?q=Seoul&limit=1,https://github.com/komoot/photon,none,LIVE,200.0,939,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:16.617Z
99,지도·공간정보,Pelias Geocoder,,,https://pelias.github.io/,https://github.com/pelias/documentation,none,NOT_FOUND,404.0,224,text/html; charset=utf-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:15.946Z
100,지도·공간정보,OpenCage Geocoding,,,https://api.opencagedata.com/geocode/v1/json?q=Seoul&key=YOUR_KEY,https://opencagedata.com/api,api_key,AUTH_REQUIRED,401.0,719,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:16.540Z
101,지도·공간정보,Mapbox Maps API,,,https://api.mapbox.com/geocoding/v5/mapbox.places/Seoul.json?access_token=YOUR_TOKEN,https://docs.mapbox.com/api/,token,AUTH_REQUIRED,401.0,157,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:16.103Z
102,지도·공간정보,Mapillary API,,,"https://graph.mapillary.com/images?access_token=YOUR_TOKEN&fields=id,computed_geometry&bbox=126.97,37.56,126.99,37.58",https://www.mapillary.com/developer/api-documentation/,token,HTTP_ERROR,400.0,160,application/json; charset=UTF-8,NEEDS_REVIEW,0.93,구조화 응답이지만 테스트 요청 오류로 실제 데이터 검증이 불완전함,False,,2026-08-24T06:50:16.169Z
103,지도·공간정보,Natural Earth Data,,,https://www.naturalearthdata.com/,https://www.naturalearthdata.com/,none,LIVE,200.0,1050,text/html; charset=UTF-8,WEB_PAGE,0.98,Natural Earth 데이터 웹사이트,False,,2026-08-24T06:50:17.091Z
104,지도·공간정보,GeoNames API,,,http://api.geonames.org/searchJSON?q=Seoul&maxRows=1&username=demo,https://www.geonames.org/export/web-services.html,username,LIVE,200.0,989,application/json;charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:17.092Z
105,지도·공간정보,REST Countries,,,https://restcountries.com/v3.1/name/Korea,https://restcountries.com/,none,LIVE,200.0,327,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:16.441Z
106,지도·공간정보,CARTO Location API,,,https://carto.com/developers/carto-for-developers/api-reference/,https://carto.com/developers/carto-for-developers/api-reference/,token,LIVE,200.0,232,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:16.402Z
107,지도·공간정보,Geoapify API,,,https://api.geoapify.com/v1/geocode/search?text=Seoul&apiKey=YOUR_KEY,https://apidocs.geoapify.com/,api_key,AUTH_REQUIRED,401.0,1045,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:17.436Z
108,지도·공간정보,What3Words,,,https://api.what3words.com/v3/convert-to-coordinates?words=filled.count.soap&key=YOUR_KEY,https://developer.what3words.com/public-api/docs,api_key,AUTH_REQUIRED,401.0,132,application/json;charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:16.534Z
109,지도·공간정보,OpenAddresses,,,https://results.openaddresses.io/,https://openaddresses.io/,none,LIVE,200.0,1179,text/html; charset=utf-8,WEB_PAGE,0.98,OpenAddresses 데이터 다운로드 웹사이트,False,,2026-08-24T06:50:17.625Z
110,지도·공간정보,BigDataCloud Geocoding,,,https://api.bigdatacloud.net/data/reverse-geocode-client?latitude=37.5665&longitude=126.9780&localityLanguage=en,https://www.bigdatacloud.com/,none,LIVE,200.0,294,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:16.828Z
111,지도·공간정보,IP-API / ipwho.is,,,http://ip-api.com/json/,https://ip-api.com/docs/,none,LIVE,200.0,236,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:16.776Z
112,지도·공간정보,ipinfo.io / ipapi,,,https://ipinfo.io/json,https://ipinfo.io/developers,token,LIVE,200.0,200,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:16.818Z
113,지도·공간정보,WorldTimeAPI,,,https://worldtimeapi.org/api/timezone/Asia/Seoul,https://worldtimeapi.org/pages/api,none,NETWORK_ERROR,,180,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,fetch failed,2026-08-24T06:50:16.956Z
114,지도·공간정보,Foursquare Places,,,"https://api.foursquare.com/v3/places/search?ll=37.5665,126.9780&limit=1",https://docs.foursquare.com/reference/,api_key,AUTH_REQUIRED,401.0,239,application/json;charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:17.058Z
115,지도·공간정보,Geocodify,,,https://geocodify.com/,https://geocodify.com/,api_key,LIVE,200.0,1239,text/html; charset=utf-8,WEB_PAGE,0.98,Geocodify 홈페이지,False,,2026-08-24T06:50:18.067Z
116,글로벌 정부·공공통계,Data.gov Catalog,,,https://api.gsa.gov/technology/open-gsa-api/api/codex/v1,https://api.gsa.gov/,api_key,NOT_FOUND,404.0,947,application/json,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:17.903Z
117,글로벌 정부·공공통계,US Census API,,,"https://api.census.gov/data/2024/acs/acs5?get=NAME,B01001_001E&for=state:*",https://www.census.gov/data/developers/data-sets.html,none,LIVE,200.0,1896,text/html,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:18.954Z
118,글로벌 정부·공공통계,SEC EDGAR API,,,https://data.sec.gov/submissions/CIK0000320193.json,https://www.sec.gov/edgar/sec-api-documentation,User-Agent,LIVE,200.0,213,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:17.306Z
119,글로벌 정부·공공통계,Federal Register API,,,https://www.federalregister.gov/api/v1/documents.json?per_page=1,https://www.federalregister.gov/developers/documentation/api/v1,none,LIVE,200.0,784,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:17.876Z
120,글로벌 정부·공공통계,Congress.gov API,,,https://api.congress.gov/v3/bill?format=json&limit=1&api_key=DEMO_KEY,https://api.congress.gov/,api_key,LIVE,200.0,709,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:18.015Z
121,글로벌 정부·공공통계,GovInfo API,,,https://www.govinfo.gov/wssearch/rb//?fetchChildrenOnly=0,https://www.govinfo.gov/features/api,none,NOT_FOUND,404.0,439,text/html,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:17.810Z
122,글로벌 정부·공공통계,CDC API,,,https://data.cdc.gov/,https://data.cdc.gov/,token,LIVE,200.0,1880,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:19.317Z
123,글로벌 정부·공공통계,EPA Envirofacts,,,https://data.epa.gov/efservice/,https://www.epa.gov/enviro/envirofacts-data-service-api,none,NOT_FOUND,404.0,1668,text/html; charset=utf-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:19.293Z
124,글로벌 정부·공공통계,FEMA API,,,https://www.fema.gov/api/open/v2/DisasterDeclarationsSummaries?$top=1,https://www.fema.gov/about/openfema/api,none,LIVE,200.0,376,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:18.187Z
125,글로벌 정부·공공통계,EIA Open Data,,,https://api.eia.gov/v2/electricity/retail-sales/data/?api_key=DEMO_KEY&length=1,https://www.eia.gov/opendata/documentation.php,api_key,LIVE,200.0,1319,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:19.195Z
126,글로벌 정부·공공통계,NREL Developer API,,,https://developer.nrel.gov/api/alt-fuel-stations/v1.json?api_key=DEMO_KEY&limit=1,https://developer.nrel.gov/docs/,api_key,NETWORK_ERROR,,44,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,fetch failed,2026-08-24T06:50:17.947Z
127,글로벌 정부·공공통계,World Bank Open Data,,,https://api.worldbank.org/v2/country/KOR/indicator/SP.POP.TOTL?format=json&per_page=1,https://datahelpdesk.worldbank.org/knowledgebase/articles/889392-about-the-indicators-api-documentation,none,LIVE,200.0,221,application/json;charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:18.168Z
128,글로벌 정부·공공통계,IMF JSON REST API,,,https://www.imf.org/external/datamapper/api/v1/NGDP_RPCH,https://www.imf.org/external/datamapper/api/v1,none,LIVE,200.0,987,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:19.016Z
129,글로벌 정부·공공통계,OECD Data API,,,https://sdmx.oecd.org/public/rest/v1/data/,https://sdmx.oecd.org/,none,HTTP_ERROR,400.0,403,text/plain,NEEDS_REVIEW,0.99,OECD SDMX endpoint가 400으로 응답; 유효한 dataflow/structure 쿼리로 재검증 필요,False,,2026-08-24T06:50:18.470Z
130,글로벌 정부·공공통계,WTO Data API,,,https://api.wto.org/,https://api.wto.org/,api_key,NOT_FOUND,404.0,1062,application/json,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:19.230Z
131,글로벌 정부·공공통계,UN Data API,,,https://data.un.org/,https://data.un.org/Handlers/DownloadHandler.ashx,none,LIVE,200.0,3308,text/html; charset=utf-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:21.495Z
132,글로벌 정부·공공통계,Eurostat API,,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/eurostat/nama_10_gdp?geo=DE,https://ec.europa.eu/eurostat/web/main/data/web-services,none,NOT_FOUND,404.0,1130,text/html; charset=UTF-8,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:19.600Z
133,글로벌 정부·공공통계,UK Parliament API,,,https://bills-api.parliament.uk/api/v1/Bills,https://bills-api.parliament.uk/index.html,none,TIMEOUT,,8001,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,This operation was aborted,2026-08-24T06:50:26.955Z
134,글로벌 정부·공공통계,FRED API,,,https://api.stlouisfed.org/fred/series?series_id=GNPCA&file_type=json&api_key=YOUR_KEY,https://fred.stlouisfed.org/docs/api/fred/,api_key,HTTP_ERROR,400.0,601,application/json; charset=UTF-8,NEEDS_REVIEW,0.93,구조화 응답이지만 테스트 요청 오류로 실제 데이터 검증이 불완전함,False,,2026-08-24T06:50:19.617Z
135,글로벌 정부·공공통계,OpenSanctions,,,https://api.opensanctions.org/search/default,https://docs.opensanctions.org/api/,api_key,AUTH_REQUIRED,401.0,389,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:19.584Z
136,글로벌 정부·공공통계,OpenSecrets,,,https://api.opensecrets.org/?method=candSummary&cid=N00007360&cycle=2024&apikey=YOUR_KEY&output=json,https://www.opensecrets.org/api/admin/index.php,api_key,TIMEOUT,,8002,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,This operation was aborted,2026-08-24T06:50:27.232Z
137,글로벌 정부·공공통계,Library of Congress,,,https://www.loc.gov/books/?q=apples&fo=json&at=search,https://www.loc.gov/apis/,none,LIVE,200.0,2156,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:21.450Z
138,글로벌 정부·공공통계,Smithsonian Open Access,,,https://api.si.edu/openaccess/api/v1.0/search?q=apollo&api_key=YOUR_KEY,https://www.si.edu/openaccess/devtools,api_key,FORBIDDEN,403.0,886,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:20.203Z
139,글로벌 정부·공공통계,Europeana API,,,https://api.europeana.eu/record/v2/search.json?wskey=YOUR_KEY&query=apollo,https://pro.europeana.eu/page/search-api,api_key,AUTH_REQUIRED,401.0,416,application/json;charset=UTF-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:20.000Z
140,글로벌 정부·공공통계,Internet Archive Metadata,,,https://archive.org/advancedsearch.php?q=mediatype%3Atexts&fl%5B%5D=identifier&rows=1&page=1&output=json,https://archive.org/developers/apis,none,LIVE,200.0,926,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.526Z
141,금융·암호화폐·커머스,CoinGecko API,,,https://api.coingecko.com/api/v3/ping,https://docs.coingecko.com/reference/introduction,none/demo,LIVE,200.0,291,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:19.908Z
142,금융·암호화폐·커머스,CoinCap / CryptoCompare,,,https://api.coincap.io/v2/assets/bitcoin,https://docs.coincap.io/,none,NETWORK_ERROR,,46,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,fetch failed,2026-08-24T06:50:19.954Z
143,금융·암호화폐·커머스,Binance Public API,,,https://api.binance.com/api/v3/ticker/price?symbol=BTCUSDT,https://developers.binance.com/docs/binance-spot-api-docs/rest-api,none,LIVE,200.0,77,application/json;charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.031Z
144,금융·암호화폐·커머스,Coinbase / Kraken,,,https://api.coinbase.com/v2/exchange-rates?currency=BTC,https://docs.cdp.coinbase.com/,none,LIVE,200.0,256,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.257Z
145,금융·암호화폐·커머스,Upbit Open API,,,https://api.upbit.com/v1/ticker?markets=KRW-BTC,https://docs.upbit.com/,none,LIVE,200.0,43,application/json;charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.074Z
146,금융·암호화폐·커머스,Blockchain.info,,,https://blockchain.info/ticker,https://www.blockchain.com/explorer/api/blockchain_api,none,LIVE,200.0,42,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.116Z
147,금융·암호화폐·커머스,Etherscan API,,,https://api.etherscan.io/api?module=stats&action=ethsupply,https://docs.etherscan.io/,api_key,LIVE,200.0,992,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:21.108Z
148,금융·암호화폐·커머스,DefiLlama API,,,https://api.llama.fi/protocols,https://defillama.com/docs/api,none,LIVE,200.0,369,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.872Z
149,금융·암호화폐·커머스,Mempool.space,,,https://mempool.space/api/v1/fees/recommended,https://mempool.space/docs/api/rest,none,LIVE,200.0,141,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.398Z
150,금융·암호화폐·커머스,Alpha Vantage,,,https://www.alphavantage.co/query?function=GLOBAL_QUOTE&symbol=IBM&apikey=demo,https://www.alphavantage.co/documentation/,api_key,LIVE,200.0,480,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:20.878Z
151,금융·암호화폐·커머스,Finnhub Stock API,,,https://finnhub.io/api/v1/quote?symbol=AAPL&token=YOUR_TOKEN,https://finnhub.io/docs/api,api_key,AUTH_REQUIRED,401.0,755,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:21.282Z
152,금융·암호화폐·커머스,Twelve Data,,,https://api.twelvedata.com/price?symbol=AAPL&apikey=demo,https://twelvedata.com/docs,api_key,LIVE,200.0,398,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:21.270Z
153,금융·암호화폐·커머스,Polygon.io,,,https://api.polygon.io/v2/last/trade/AAPL?apiKey=YOUR_KEY,https://polygon.io/docs/rest/stocks,api_key,AUTH_REQUIRED,401.0,622,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:21.500Z
154,금융·암호화폐·커머스,Nasdaq Data Link,,,https://data.nasdaq.com/api/v3/datasets/WIKI/FB.json?api_key=YOUR_KEY,https://docs.data.nasdaq.com/,api_key,FORBIDDEN,403.0,408,text/html,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:21.516Z
155,금융·암호화폐·커머스,Frankfurter API,,,https://api.frankfurter.app/latest?from=USD&to=EUR,https://www.frankfurter.app/docs/,none,LIVE,200.0,301,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:21.571Z
156,금융·암호화폐·커머스,ECB Data API,,,https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A,https://data.ecb.europa.eu/help/api/overview,none,LIVE,200.0,3505,application/vnd.sdmx.genericdata+xml;version=2.1,REAL_API,0.99,ECB SDMX API가 실제 XML 데이터 응답을 반환함,True,,2026-08-24T06:50:24.788Z
157,금융·암호화폐·커머스,ExchangeRate-API / Fixer,,,https://v6.exchangerate-api.com/v6/YOUR_KEY/latest/USD,https://www.exchangerate-api.com/docs/overview,api_key,NOT_FOUND,404.0,279,text/html,DEAD,0.99,404/410 또는 명백한 엔드포인트 없음,False,,2026-08-24T06:50:21.729Z
158,금융·암호화폐·커머스,Open Exchange Rates,,,https://openexchangerates.org/api/latest.json?app_id=YOUR_APP_ID,https://docs.openexchangerates.org/,api_key,AUTH_REQUIRED,401.0,830,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:22.325Z
159,금융·암호화폐·커머스,exchangerate.host,,,https://api.exchangerate.host/live?access_key=YOUR_KEY&source=USD&currencies=EUR,https://exchangerate.host/,api_key,LIVE,200.0,706,application/json; Charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:22.206Z
160,금융·암호화폐·커머스,CoinPaprika API,,,https://api.coinpaprika.com/v1/tickers/btc-bitcoin,https://api.coinpaprika.com/,none,LIVE,200.0,243,application/json; charset=UTF-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:21.759Z
161,금융·암호화폐·커머스,Open Prices API,,,https://openprices.food/,https://prices.openfoodfacts.org/,none,NETWORK_ERROR,,53,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,fetch failed,2026-08-24T06:50:21.624Z
162,금융·암호화폐·커머스,Open Products Facts,,,https://world.openfoodfacts.org/api/v2/product/737628064502.json,https://openfoodfacts.github.io/openfoodfacts-server/api/,none,LIVE,200.0,1352,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:22.978Z
163,금융·암호화폐·커머스,TheMealDB / CocktailDB,,,https://www.themealdb.com/api/json/v1/1/search.php?s=Arrabiata,https://www.themealdb.com/api.php,none/demo,LIVE,200.0,716,application/json,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:22.445Z
164,금융·암호화폐·커머스,Spoonacular API,,,https://api.spoonacular.com/recipes/complexSearch?apiKey=YOUR_KEY&number=1,https://spoonacular.com/food-api/docs,api_key,AUTH_REQUIRED,401.0,1100,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:22.859Z
165,금융·암호화폐·커머스,Edamam Nutrition API,,,https://api.edamam.com/api/recipes/v2?type=public&q=chicken&app_id=YOUR_APP_ID&app_key=YOUR_APP_KEY,https://developer.edamam.com/edamam-docs-recipe-api,api_key,AUTH_REQUIRED,401.0,723,application/json;charset=UTF-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:22.929Z
166,음악·미디어·예술,Radio Browser,,,https://www.radio-browser.info/,https://api.radio-browser.info/,none,LIVE,200.0,309,text/html; charset=UTF-8,API_PORTAL,0.92,HTTP 200이지만 API 문서/포털/데이터 진입점 HTML을 반환함,False,,2026-08-24T06:50:22.634Z
167,음악·미디어·예술,Freesound API,,,https://freesound.org/apiv2/search/text/?query=rain&token=YOUR_TOKEN,https://freesound.org/docs/api/,token,AUTH_REQUIRED,401.0,920,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:23.365Z
168,음악·미디어·예술,Discogs API,,,https://api.discogs.com/database/search?q=radiohead&key=YOUR_KEY&secret=YOUR_SECRET,https://www.discogs.com/developers/,api_key,AUTH_REQUIRED,401.0,492,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:23.126Z
169,음악·미디어·예술,MusicBrainz API,,,https://musicbrainz.org/ws/2/artist/?query=artist:radiohead&fmt=json,https://musicbrainz.org/doc/MusicBrainz_API,none,TIMEOUT,,8002,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,This operation was aborted,2026-08-24T06:50:30.861Z
170,음악·미디어·예술,ListenBrainz / Last.fm,,,https://api.listenbrainz.org/1/user/testtoken/listens?count=1,https://listenbrainz.readthedocs.io/en/latest/users/api/,token/none,TIMEOUT,,8000,,NEEDS_REVIEW,0.97,일시적 오류/타임아웃/레이트리밋/서버오류라 재검증 필요,False,This operation was aborted,2026-08-24T06:50:30.929Z
171,음악·미디어·예술,Spotify Web API,,,https://api.spotify.com/v1/browse/new-releases?limit=1,https://developer.spotify.com/documentation/web-api,oauth,AUTH_REQUIRED,401.0,82,application/json,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:23.060Z
172,음악·미디어·예술,Deezer / iTunes Search,,,https://api.deezer.com/search?q=radiohead&limit=1,https://developers.deezer.com/api,none,LIVE,200.0,352,application/json; charset=utf-8,REAL_API,0.96,구조화된 실제 API 응답(JSON/XML/Atom/RSS/이미지 등) 확인,True,,2026-08-24T06:50:23.412Z
173,음악·미디어·예술,Genius API,,,https://api.genius.com/search?q=hello,https://docs.genius.com/,oauth,AUTH_REQUIRED,401.0,852,application/json; charset=utf-8,AUTH_REQUIRED,0.99,인증/로그인/키/토큰이 필요하거나 인증 실패 응답,True,,2026-08-24T06:50:23.978Z
